File,Meth,FSize,MDepth,MSize,Entropy
book1,FNVHashSM1PF,768771,1,32768,3155513
book1,FNVHashSMUKN,768771,1,32768,2783677
book1,FNVHashPPMDP,768771,1,32768,2774856
book1,FNVHashPPMDPFull,768771,1,32768,2770225
book1,AmnesiaCTW,768771,1,32768,2795502
book1,AmnesiaSM1PF,768771,1,32768,3155513
book1,AmnesiaSMUKN,768771,1,32768,2783677
book1,AmnesiaPPMDP,768771,1,32768,4111880
book1,AmnesiaPPMDPFull,768771,1,32768,3507194
book1,HashCTW,768771,1,65536,2795542
book1,HashSM1PF,768771,1,65536,3155513
book1,HashSMUKN,768771,1,65536,2783677
book1,HashPPMDP,768771,1,65536,2774856
book1,HashPPMDPFull,768771,1,65536,2770225
book1,FNVHashCTW,768771,1,65536,2795542
book1,FNVHashSM1PF,768771,1,65536,3155513
book1,FNVHashSMUKN,768771,1,65536,2783677
book1,FNVHashPPMDP,768771,1,65536,2774856
book1,FNVHashPPMDPFull,768771,1,65536,2770225
book1,AmnesiaCTW,768771,1,65536,2795502
book1,AmnesiaSM1PF,768771,1,65536,3155513
book1,AmnesiaSMUKN,768771,1,65536,2783677
book1,AmnesiaPPMDP,768771,1,65536,4111880
book1,AmnesiaPPMDPFull,768771,1,65536,3507194
book1,HashCTW,768771,1,131072,2795542
book1,HashSM1PF,768771,1,131072,3155513
book1,HashSMUKN,768771,1,131072,2783677
book1,HashPPMDP,768771,1,131072,2774856
book1,HashPPMDPFull,768771,1,131072,2770225
book1,FNVHashCTW,768771,1,131072,2795542
book1,FNVHashSM1PF,768771,1,131072,3155513
book1,FNVHashSMUKN,768771,1,131072,2783677
book1,FNVHashPPMDP,768771,1,131072,2774856
book1,FNVHashPPMDPFull,768771,1,131072,2770225
book1,AmnesiaCTW,768771,1,131072,2795502
book1,AmnesiaSM1PF,768771,1,131072,3155513
book1,AmnesiaSMUKN,768771,1,131072,2783677
book1,AmnesiaPPMDP,768771,1,131072,4111880
book1,AmnesiaPPMDPFull,768771,1,131072,3507194
book1,HashCTW,768771,1,262144,2795542
book1,HashSM1PF,768771,1,262144,3155513
book1,HashSMUKN,768771,1,262144,2783677
book1,HashPPMDP,768771,1,262144,2774856
book1,HashPPMDPFull,768771,1,262144,2770225
book1,FNVHashCTW,768771,1,262144,2795542
book1,FNVHashSM1PF,768771,1,262144,3155513
book1,FNVHashSMUKN,768771,1,262144,2783677
book1,FNVHashPPMDP,768771,1,262144,2774856
book1,FNVHashPPMDPFull,768771,1,262144,2770225
book1,AmnesiaCTW,768771,1,262144,2795502
book1,AmnesiaSM1PF,768771,1,262144,3155513
book1,AmnesiaSMUKN,768771,1,262144,2783677
book1,AmnesiaPPMDP,768771,1,262144,4111880
book1,AmnesiaPPMDPFull,768771,1,262144,3507194
book1,HashCTW,768771,1,524288,2795542
book1,HashSM1PF,768771,1,524288,3155513
book1,HashSMUKN,768771,1,524288,2783677
book1,HashPPMDP,768771,1,524288,2774856
book1,HashPPMDPFull,768771,1,524288,2770225
book1,FNVHashCTW,768771,1,524288,2795542
book1,FNVHashSM1PF,768771,1,524288,3155513
book1,FNVHashSMUKN,768771,1,524288,2783677
book1,FNVHashPPMDP,768771,1,524288,2774856
book1,FNVHashPPMDPFull,768771,1,524288,2770225
book1,AmnesiaCTW,768771,1,524288,2795502
book1,AmnesiaSM1PF,768771,1,524288,3155513
book1,AmnesiaSMUKN,768771,1,524288,2783677
book1,AmnesiaPPMDP,768771,1,524288,4111880
