File,Meth,FSize,MDepth,MSize,Entropy
book1,FNVHashCTW,768771,8,1024,2804801
book1,FNVHashSM1PF,768771,8,1024,3471126
book1,FNVHashSMUKN,768771,8,1024,3549706
book1,FNVHashPPMDP,768771,8,1024,3525652
book1,FNVHashPPMDPFull,768771,8,1024,3641776
book1,AmnesiaCTW,768771,8,1024,4152717
book1,AmnesiaSM1PF,768771,8,1024,4351945
book1,AmnesiaSMUKN,768771,8,1024,4359995
book1,AmnesiaPPMDP,768771,8,1024,4084173
book1,AmnesiaPPMDPFull,768771,8,1024,4113214
book1,HashCTW,768771,8,2048,2667720
book1,HashSM1PF,768771,8,2048,3429721
book1,HashSMUKN,768771,8,2048,3560792
book1,HashPPMDP,768771,8,2048,3505702
book1,HashPPMDPFull,768771,8,2048,3676697
book1,FNVHashCTW,768771,8,2048,2637878
book1,FNVHashSM1PF,768771,8,2048,3428146
book1,FNVHashSMUKN,768771,8,2048,3558856
book1,FNVHashPPMDP,768771,8,2048,3503491
book1,FNVHashPPMDPFull,768771,8,2048,3681142
book1,AmnesiaCTW,768771,8,2048,3875438
book1,AmnesiaSM1PF,768771,8,2048,3789029
book1,AmnesiaSMUKN,768771,8,2048,3800077
book1,AmnesiaPPMDP,768771,8,2048,3676331
book1,AmnesiaPPMDPFull,768771,8,2048,3725653
book1,HashCTW,768771,8,4096,2524320
book1,HashSM1PF,768771,8,4096,3341359
book1,HashSMUKN,768771,8,4096,3550543
book1,HashPPMDP,768771,8,4096,3444418
book1,HashPPMDPFull,768771,8,4096,3686871
book1,FNVHashCTW,768771,8,4096,2494626
book1,FNVHashSM1PF,768771,8,4096,3331747
book1,FNVHashSMUKN,768771,8,4096,3545247
book1,FNVHashPPMDP,768771,8,4096,3438143
book1,FNVHashPPMDPFull,768771,8,4096,3691616
book1,AmnesiaCTW,768771,8,4096,3701109
book1,AmnesiaSM1PF,768771,8,4096,3374704
book1,AmnesiaSMUKN,768771,8,4096,3383645
book1,AmnesiaPPMDP,768771,8,4096,3333120
book1,AmnesiaPPMDPFull,768771,8,4096,3407216
book1,HashCTW,768771,8,8192,2394421
book1,HashSM1PF,768771,8,8192,3199400
book1,HashSMUKN,768771,8,8192,3491388
book1,HashPPMDP,768771,8,8192,3314291
book1,HashPPMDPFull,768771,8,8192,3632007
book1,FNVHashCTW,768771,8,8192,2363320
book1,FNVHashSM1PF,768771,8,8192,3194767
book1,FNVHashSMUKN,768771,8,8192,3487681
book1,FNVHashPPMDP,768771,8,8192,3311771
book1,FNVHashPPMDPFull,768771,8,8192,3638376
book1,AmnesiaCTW,768771,8,8192,3531199
book1,AmnesiaSM1PF,768771,8,8192,3051022
book1,AmnesiaSMUKN,768771,8,8192,3055600
book1,AmnesiaPPMDP,768771,8,8192,3035456
book1,AmnesiaPPMDPFull,768771,8,8192,3137500
book1,HashCTW,768771,8,16384,2278448
book1,HashSM1PF,768771,8,16384,3006086
book1,HashSMUKN,768771,8,16384,3352213
book1,HashPPMDP,768771,8,16384,3102101
book1,HashPPMDPFull,768771,8,16384,3452233
book1,FNVHashCTW,768771,8,16384,2250613
book1,FNVHashSM1PF,768771,8,16384,3004976
book1,FNVHashSMUKN,768771,8,16384,3352887
book1,FNVHashPPMDP,768771,8,16384,3103767
book1,FNVHashPPMDPFull,768771,8,16384,3458957
book1,AmnesiaCTW,768771,8,16384,3301483
book1,AmnesiaSM1PF,768771,8,16384,2776456
book1,AmnesiaSMUKN,768771,8,16384,2777477
book1,AmnesiaPPMDP,768771,8,16384,2765263
book1,AmnesiaPPMDPFull,768771,8,16384,2887329
book1,HashCTW,768771,8,32768,2191109
book1,HashSM1PF,768771,8,32768,2787524
book1,HashSMUKN,768771,8,32768,3128099
book1,HashPPMDP,768771,8,32768,2839349
book1,HashPPMDPFull,768771,8,32768,3145529
book1,FNVHashCTW,768771,8,32768,2165909
book1,FNVHashSM1PF,768771,8,32768,2785451
book1,FNVHashSMUKN,768771,8,32768,3127578
book1,FNVHashPPMDP,768771,8,32768,2837150
book1,FNVHashPPMDPFull,768771,8,32768,3150298
book1,AmnesiaCTW,768771,8,32768,3097425
book1,AmnesiaSM1PF,768771,8,32768,2542429
book1,AmnesiaSMUKN,768771,8,32768,2540640
book1,AmnesiaPPMDP,768771,8,32768,2525097
book1,AmnesiaPPMDPFull,768771,8,32768,2667345
book1,HashCTW,768771,8,65536,2130271
book1,HashSM1PF,768771,8,65536,2559787
book1,HashSMUKN,768771,8,65536,2843150
book1,HashPPMDP,768771,8,65536,2577879
book1,HashPPMDPFull,768771,8,65536,2817626
book1,FNVHashCTW,768771,8,65536,2101450
book1,FNVHashSM1PF,768771,8,65536,2556108
book1,FNVHashSMUKN,768771,8,65536,2840918
book1,FNVHashPPMDP,768771,8,65536,2572549
book1,FNVHashPPMDPFull,768771,8,65536,2819620
book1,AmnesiaCTW,768771,8,65536,2903743
book1,AmnesiaSM1PF,768771,8,65536,2340536
book1,AmnesiaSMUKN,768771,8,65536,2338254
book1,AmnesiaPPMDP,768771,8,65536,2316308
book1,AmnesiaPPMDPFull,768771,8,65536,2475746
book1,HashCTW,768771,8,131072,2083849
book1,HashSM1PF,768771,8,131072,2342311
book1,HashSMUKN,768771,8,131072,2549349
book1,HashPPMDP,768771,8,131072,2338634
book1,HashPPMDPFull,768771,8,131072,2564616
book1,FNVHashCTW,768771,8,131072,2063842
book1,FNVHashSM1PF,768771,8,131072,2337333
book1,FNVHashSMUKN,768771,8,131072,2544284
book1,FNVHashPPMDP,768771,8,131072,2331882
book1,FNVHashPPMDPFull,768771,8,131072,2563650
book1,AmnesiaCTW,768771,8,131072,2685154
book1,AmnesiaSM1PF,768771,8,131072,2157437
book1,AmnesiaSMUKN,768771,8,131072,2156885
book1,AmnesiaPPMDP,768771,8,131072,2128053
book1,AmnesiaPPMDPFull,768771,8,131072,2299662
book1,HashCTW,768771,8,262144,2060695
book1,HashSM1PF,768771,8,262144,2149366
book1,HashSMUKN,768771,8,262144,2287383
book1,HashPPMDP,768771,8,262144,2136742
book1,HashPPMDPFull,768771,8,262144,2357319
book1,FNVHashCTW,768771,8,262144,2044144
book1,FNVHashSM1PF,768771,8,262144,2146402
book1,FNVHashSMUKN,768771,8,262144,2283177
book1,FNVHashPPMDP,768771,8,262144,2131805
book1,FNVHashPPMDPFull,768771,8,262144,2357607
